Id,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,SalePrice,School
3,RL,14267,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,923.0,Unf,406.0,1329.0,GasA,TA,Y,SBrkr,1329,0,1329,0.0,0.0,1,1,3,1,Gd,6,Typ,0,Attchd,1958.0,Unf,1.0,312.0,TA,TA,Y,393,36,6,2010,172000,Sawyer
2140,RL,9675,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,330.0,Rec,102.0,864.0,GasA,TA,Y,SBrkr,879,0,879,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,0,80,9,2007,120000,Edwards/Jr_H
553,RH,8400,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,1Fam,1Story,4,4,1950,1950,Gable,Wd Sdng,AsbShng,None,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,721.0,721.0,GasA,Gd,Y,SBrkr,841,0,841,0.0,0.0,1,0,2,1,TA,4,Typ,0,CarPort,1950.0,Unf,1.0,294.0,TA,TA,N,250,0,9,2009,82000,Sawyer
2594,RL,7500,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,6,6,1947,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,784.0,784.0,GasA,Ex,Y,FuseA,900,412,1312,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,1953.0,Unf,2.0,649.0,TA,TA,Y,0,28,10,2006,127000,Sawyer
1314,RM,9600,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,AsbShng,AsbShng,None,TA,TA,BrkTil,Gd,TA,No,Rec,319.0,Unf,416.0,735.0,OthW,Fa,N,SBrkr,1134,924,2058,0.0,0.0,1,1,3,1,TA,8,Typ,1,Detchd,1950.0,Unf,2.0,396.0,Fa,Fa,P,0,0,4,2008,129500,Meeke
366,RL,5814,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1984,1984,Gable,HdBoard,HdBoard,None,Gd,TA,CBlock,Gd,TA,Av,GLQ,1036.0,Unf,184.0,1220.0,GasA,Gd,Y,SBrkr,1360,0,1360,1.0,0.0,1,0,1,1,Gd,4,Typ,1,Attchd,1984.0,RFn,2.0,565.0,TA,TA,Y,63,0,8,2009,187500,Fellows/HS
1462,RL,14860,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2002,2003,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,1538.0,Unf,240.0,1778.0,GasA,Ex,Y,SBrkr,1786,0,1786,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2002.0,RFn,3.0,715.0,TA,TA,Y,182,35,6,2008,300000,Edwards/Jr_H
2541,RL,14803,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,1Fam,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,416.0,Unf,409.0,825.0,GasA,Gd,Y,SBrkr,1097,896,1993,0.0,0.0,2,1,4,1,TA,8,Typ,1,Attchd,1971.0,RFn,2.0,495.0,TA,TA,Y,0,66,6,2006,190000,Fellows/HS
2088,RL,7550,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,4,5,1920,1950,Gambrel,MetalSd,MetalSd,None,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,951.0,951.0,GasW,Fa,N,SBrkr,986,376,1362,0.0,0.0,2,0,4,1,TA,7,Typ,0,Detchd,1920.0,Unf,1.0,280.0,Fa,TA,P,0,0,3,2007,96000,Edwards/Jr_H
527,FV,8125,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2006,2007,Gable,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,812.0,Unf,280.0,1092.0,GasA,Ex,Y,SBrkr,1112,438,1550,1.0,0.0,2,0,2,1,Gd,7,Typ,0,Attchd,2007.0,Fin,2.0,438.0,TA,TA,Y,0,168,10,2009,241000,Fellows/HS
1824,RL,13673,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,1Story,5,5,1962,1962,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,1140.0,1140.0,GasA,TA,Y,SBrkr,1696,0,1696,0.0,0.0,1,1,3,1,TA,8,Min2,1,Attchd,1962.0,RFn,1.0,349.0,TA,TA,Y,0,30,3,2007,143900,Sawyer
2918,RM,1533,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Rec,408.0,Unf,138.0,546.0,GasA,TA,Y,SBrkr,546,546,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,CarPort,1970.0,Unf,1.0,286.0,TA,TA,Y,0,0,12,2006,87550,Mitchell
49,RL,7658,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,456.0,Unf,1296.0,1752.0,GasA,Ex,Y,SBrkr,1752,0,1752,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Attchd,2005.0,RFn,2.0,576.0,TA,TA,Y,196,82,2,2010,319900,Fellows/HS
2332,RL,12292,IR1,HLS,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,9,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,Gd,Gd,GLQ,205.0,Unf,889.0,1094.0,GasA,Ex,Y,SBrkr,1102,1371,2473,0.0,0.0,2,1,4,1,Gd,11,Typ,1,BuiltIn,2006.0,Fin,3.0,675.0,TA,TA,Y,246,39,7,2006,356383,Fellows/HS
826,RL,11923,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,9,5,2007,2007,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,1800.0,1800.0,GasA,Ex,Y,SBrkr,1800,0,1800,0.0,0.0,2,0,2,1,Ex,7,Typ,0,Attchd,2007.0,Fin,2.0,702.0,TA,TA,Y,288,136,5,2009,239000,Edwards/Jr_H
1108,RL,10010,Reg,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1993,1994,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,BLQ,228.0,GLQ,0.0,1080.0,GasA,Ex,Y,SBrkr,1108,1089,2197,1.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,1993.0,Fin,3.0,783.0,TA,TA,Y,385,99,7,2008,287500,Fellows/HS
2041,RM,12358,IR1,Lvl,Inside,Gtl,OldTown,Feedr,1Fam,1.5Fin,5,6,1941,1950,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,360.0,Unf,360.0,720.0,GasA,TA,Y,SBrkr,854,0,1382,0.0,0.0,1,1,2,1,TA,7,Typ,0,Detchd,1991.0,Unf,2.0,660.0,TA,TA,Y,237,0,5,2007,128500,Meeke
57,RL,8577,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,847.0,847.0,GasA,Ex,Y,SBrkr,847,886,1733,0.0,0.0,2,1,3,1,Gd,7,Typ,1,BuiltIn,2004.0,Fin,2.0,433.0,TA,TA,Y,144,48,4,2010,185088,Fellows/HS
520,FV,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2008,2008,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1402.0,1402.0,GasA,Ex,Y,SBrkr,1402,0,1402,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2008.0,RFn,2.0,625.0,TA,TA,Y,205,126,5,2009,229800,Fellows/HS
2305,RL,10447,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,6,1984,1984,Gable,Plywood,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,516.0,Unf,348.0,864.0,GasA,TA,Y,SBrkr,887,0,887,0.0,1.0,1,0,3,1,TA,5,Typ,0,Attchd,1984.0,RFn,1.0,288.0,TA,TA,Y,140,0,12,2007,124500,Mitchell
2533,RL,9600,Reg,Lvl,Corner,Gtl,NAmes,Feedr,1Fam,1Story,5,5,1968,1968,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,758.0,Unf,293.0,1051.0,GasA,Gd,Y,SBrkr,1051,0,1051,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1968.0,RFn,2.0,504.0,TA,TA,Y,0,0,7,2006,142000,Sawyer
2852,RL,4899,Reg,HLS,Corner,Gtl,SWISU,Norm,1Fam,2Story,6,8,1920,1950,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,BLQ,305.0,Unf,450.0,755.0,GasA,Ex,Y,SBrkr,755,755,1510,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0,0,6,2006,149000,Uni
1198,RL,9246,IR1,Lvl,Inside,Gtl,NWAmes,Feedr,Duplex,1Story,5,5,1973,1973,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1656.0,1656.0,GasA,TA,Y,SBrkr,1656,0,1656,0.0,0.0,2,0,4,2,TA,8,Typ,0,Detchd,1973.0,Unf,2.0,506.0,TA,TA,Y,0,211,11,2008,135000,Fellows/HS
1681,RL,4928,IR1,Lvl,Inside,Gtl,NPkVill,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,120.0,Unf,958.0,1078.0,GasA,TA,Y,SBrkr,958,0,958,0.0,0.0,2,0,2,1,TA,5,Typ,1,Attchd,1977.0,RFn,2.0,440.0,TA,TA,Y,0,205,2,2007,128000,Not Sure
1773,RL,12692,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,8,5,1992,1993,Hip,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GLQ,1231.0,Unf,1969.0,3200.0,GasA,Ex,Y,SBrkr,3228,0,3228,1.0,0.0,3,0,4,1,Gd,10,Typ,1,Attchd,1992.0,RFn,2.0,546.0,TA,TA,Y,264,75,5,2007,430000,Fellows/HS
1825,RL,7476,Reg,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,7,1968,1968,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,812.0,Unf,228.0,1040.0,GasA,TA,Y,SBrkr,1040,0,1040,1.0,0.0,1,1,3,1,TA,5,Typ,0,Detchd,1991.0,Fin,2.0,686.0,TA,TA,Y,188,0,6,2007,145000,Sawyer
2208,RL,5362,Reg,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,Wd Sdng,Wd Shng,None,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,661.0,661.0,GasA,Ex,Y,SBrkr,661,589,1250,0.0,0.0,2,0,3,1,TA,8,Typ,1,Detchd,1985.0,Unf,2.0,552.0,TA,TA,Y,242,0,11,2007,139000,Meeke
1646,RL,12090,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,SLvl,6,7,1984,2003,Hip,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,585.0,585.0,GasA,Ex,Y,SBrkr,1140,728,1868,0.0,0.0,3,1,3,1,TA,7,Typ,1,BuiltIn,1984.0,Fin,2.0,477.0,TA,TA,Y,268,112,1,2007,178000,Fellows/HS
748,RL,11888,IR1,Bnk,Inside,Gtl,BrkSide,PosN,1Fam,2.5Unf,6,6,1916,1994,Gable,Wd Sdng,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,844.0,844.0,GasA,Gd,N,FuseA,1445,689,2134,0.0,0.0,2,0,5,1,Gd,10,Typ,0,Detchd,1930.0,Unf,2.0,441.0,TA,TA,Y,0,60,7,2009,214500,Meeke
493,RL,8755,IR1,Lvl,FR2,Gtl,Gilbert,RRNn,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,772.0,Unf,220.0,992.0,GasA,Ex,Y,SBrkr,1022,1038,2060,1.0,0.0,2,1,3,1,Gd,8,Typ,1,BuiltIn,1999.0,RFn,2.0,390.0,TA,TA,Y,0,0,6,2009,214000,Fellows/HS
694,RM,4080,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,901.0,901.0,GasA,Gd,Y,SBrkr,861,517,1378,0.0,0.0,1,0,3,1,Gd,6,Typ,0,Detchd,1920.0,Unf,1.0,162.0,Fa,Fa,P,54,0,6,2009,128900,Meeke
1632,RL,3696,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,HdBoard,HdBoard,None,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,1074.0,1074.0,GasA,Ex,Y,SBrkr,1088,0,1088,0.0,0.0,1,1,2,1,Gd,5,Typ,0,Attchd,1987.0,RFn,2.0,461.0,TA,TA,Y,0,74,10,2007,170000,Fellows/HS
2624,RL,7560,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1959,1959,Gable,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,369.0,Unf,671.0,1040.0,GasA,TA,Y,FuseA,1040,0,1040,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1959.0,RFn,1.0,286.0,TA,TA,Y,140,0,7,2006,133700,Sawyer
2197,RL,10592,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,6,7,1923,1996,Hip,Wd Sdng,Wd Sdng,None,TA,Gd,PConc,TA,Fa,No,Unf,0.0,Unf,602.0,602.0,GasA,TA,Y,SBrkr,900,602,1502,0.0,0.0,1,1,3,1,Gd,7,Typ,2,Detchd,1923.0,Unf,1.0,180.0,TA,TA,Y,96,0,8,2007,165000,Meeke
1045,RM,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,358.0,Unf,125.0,483.0,GasA,TA,Y,SBrkr,483,504,987,0.0,0.0,1,1,2,1,TA,5,Typ,0,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0,0,8,2008,89500,Edwards/Jr_H
2549,RL,10382,Reg,Lvl,Inside,Gtl,NAmes,Norm,2fmCon,SLvl,6,5,1958,1958,Hip,HdBoard,HdBoard,BrkFace,TA,Fa,CBlock,TA,TA,Gd,ALQ,513.0,Unf,75.0,588.0,GasA,TA,Y,SBrkr,1095,0,1095,1.0,0.0,1,0,2,1,TA,6,Typ,0,Attchd,1958.0,RFn,1.0,264.0,TA,TA,Y,0,0,3,2006,140000,Sawyer
2829,RM,2522,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,970.0,970.0,GasA,Ex,Y,SBrkr,970,739,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,5,2006,134000,Edwards/Jr_H
2480,RL,9370,IR2,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1992,1993,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,ALQ,758.0,Unf,78.0,836.0,GasA,Ex,Y,SBrkr,844,887,1731,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,1992.0,RFn,2.0,462.0,TA,TA,Y,307,85,10,2006,248500,Sawyer
2352,RL,11475,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,6,6,1975,1975,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,ALQ,550.0,Unf,163.0,713.0,GasA,TA,Y,SBrkr,811,741,1552,1.0,0.0,2,1,3,1,TA,6,Typ,1,Attchd,1975.0,RFn,2.0,434.0,TA,TA,Y,209,208,2,2006,179900,Fellows/HS
1783,RL,9986,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,1795.0,1795.0,GasA,Ex,Y,SBrkr,1795,0,1795,0.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,2007.0,RFn,3.0,895.0,TA,TA,Y,0,49,2,2007,147000,Fellows/HS
338,RL,10475,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,2Story,5,5,1991,1991,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,No,Rec,458.0,Unf,166.0,624.0,GasA,Gd,Y,SBrkr,624,650,1274,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,1993.0,Unf,2.0,576.0,TA,TA,Y,22,0,3,2010,136000,Mitchell
196,RM,6000,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,LwQ,264.0,Unf,308.0,572.0,GasA,Ex,Y,FuseA,848,348,1196,0.0,1.0,1,1,3,1,TA,6,Typ,2,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,0,0,3,2010,128000,Meeke
762,RL,4280,IR1,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,4,9,1946,2001,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,560.0,560.0,GasA,Ex,Y,FuseA,704,0,704,0.0,1.0,1,0,2,1,Fa,4,Typ,0,CarPort,1946.0,Unf,1.0,220.0,TA,TA,Y,0,0,9,2009,88750,Sawyer
151,RL,10895,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,6,1955,1955,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,648.0,Unf,324.0,972.0,GasA,TA,Y,SBrkr,972,0,972,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,1955.0,Unf,1.0,305.0,TA,TA,Y,0,0,6,2010,122500,Sawyer
158,RL,17503,Reg,Lvl,Inside,Gtl,NAmes,Artery,1Fam,1.5Fin,6,5,1948,1950,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,912.0,912.0,GasA,TA,Y,SBrkr,912,546,1458,0.0,1.0,1,0,3,1,TA,6,Typ,1,Attchd,1948.0,Unf,1.0,330.0,TA,TA,Y,192,0,1,2010,97500,Sawyer
2572,RL,9723,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,7,1963,1963,Hip,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1008.0,1008.0,GasA,TA,Y,SBrkr,1008,0,1008,0.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,1963.0,RFn,2.0,430.0,TA,TA,Y,0,0,10,2006,135000,Sawyer
1686,RL,11694,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2007,2007,Hip,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Av,GLQ,48.0,Unf,1774.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,1828,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Attchd,2007.0,Unf,3.0,774.0,TA,TA,Y,0,108,7,2007,314813,Fellows/HS
735,RM,6000,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,MetalSd,MetalSd,None,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,698.0,698.0,GasA,TA,Y,SBrkr,786,390,1176,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1999.0,Unf,2.0,624.0,TA,TA,N,210,0,7,2009,134900,Meeke
2741,RL,10519,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,8,1955,1999,Hip,MetalSd,MetalSd,Stone,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,1057.0,1057.0,GasA,Gd,Y,SBrkr,1057,0,1057,0.0,1.0,1,0,3,1,Gd,6,Typ,0,Attchd,1955.0,Unf,1.0,288.0,TA,TA,Y,0,0,3,2006,137000,Edwards/Jr_H
1106,RL,10437,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,1Story,8,6,1995,1995,Hip,MetalSd,MetalSd,BrkFace,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696.0,Unf,413.0,2109.0,GasA,Ex,Y,SBrkr,2113,0,2113,1.0,0.0,2,1,2,1,Gd,7,Typ,1,Attchd,1995.0,Fin,3.0,839.0,TA,TA,Y,236,46,8,2008,350000,Fellows/HS
2375,RL,7514,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1967,1975,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Mn,ALQ,373.0,Rec,462.0,943.0,GasA,TA,Y,SBrkr,1387,0,1387,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1974.0,RFn,1.0,300.0,TA,TA,Y,0,0,9,2006,145000,Sawyer
1701,RL,13654,IR1,Lvl,CulDSac,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,1704.0,1704.0,GasA,Ex,Y,SBrkr,1722,1036,2758,0.0,0.0,2,1,4,1,Ex,9,Typ,1,BuiltIn,2005.0,Fin,3.0,814.0,TA,TA,Y,282,55,5,2007,418000,Fellows/HS
2657,RM,5747,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,3,4,1920,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,798.0,798.0,GasA,Gd,Y,SBrkr,840,0,840,0.0,0.0,1,0,2,1,Fa,5,Typ,0,Detchd,1938.0,Unf,1.0,250.0,TA,Fa,N,112,0,6,2006,64000,Meeke
907,RH,4500,IR2,Bnk,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,VinylSd,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,182.0,Unf,611.0,793.0,GasA,Ex,Y,SBrkr,848,672,1520,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1968.0,Unf,1.0,281.0,TA,TA,Y,0,0,7,2009,159434,Uni
1777,RL,11830,Reg,Lvl,Inside,Gtl,Somerst,Feedr,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,1220.0,Unf,322.0,1542.0,GasA,Ex,Y,SBrkr,1542,0,1542,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2007.0,Unf,3.0,852.0,TA,TA,Y,168,110,7,2007,260261,Fellows/HS
164,RL,8520,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,1.5Fin,5,4,1952,1952,Gable,BrkFace,Wd Sdng,None,TA,Fa,CBlock,TA,TA,No,Rec,507.0,Unf,403.0,910.0,GasA,Fa,Y,SBrkr,910,475,1385,0.0,0.0,2,0,4,1,TA,6,Typ,0,Detchd,2000.0,Unf,2.0,720.0,TA,TA,Y,0,0,6,2010,166000,Sawyer
1973,RL,6760,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,734.0,Unf,162.0,896.0,GasA,TA,Y,SBrkr,936,0,936,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1962.0,RFn,1.0,288.0,TA,TA,Y,24,90,10,2007,130000,Sawyer
2857,RL,6191,Reg,Lvl,Corner,Gtl,SWISU,Norm,1Fam,1.5Fin,5,4,1941,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,LwQ,384.0,Unf,440.0,824.0,GasA,TA,N,SBrkr,824,464,1288,0.0,0.0,1,0,4,1,TA,6,Typ,0,Detchd,1941.0,Unf,1.0,240.0,TA,TA,Y,0,0,11,2006,112000,Uni
1208,RL,8700,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1963,1963,Hip,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,Mn,ALQ,776.0,Unf,344.0,1120.0,GasA,Gd,Y,SBrkr,1128,0,1128,1.0,0.0,2,0,3,1,TA,6,Typ,0,Attchd,1963.0,RFn,2.0,525.0,TA,TA,Y,192,20,12,2008,155000,Sawyer
319,RL,12003,Reg,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,8,5,2009,2010,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,774.0,774.0,GasA,Ex,Y,SBrkr,774,1194,1968,0.0,0.0,2,1,4,1,Ex,8,Typ,1,BuiltIn,2009.0,Fin,3.0,680.0,TA,TA,Y,0,75,5,2010,269500,Mitchell
2567,RL,12700,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,6,5,1964,1964,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,939.0,Unf,307.0,1246.0,GasA,TA,Y,SBrkr,1246,0,1246,1.0,0.0,1,0,3,1,TA,6,Typ,2,Attchd,1964.0,RFn,2.0,441.0,TA,TA,Y,0,69,11,2006,172000,Sawyer
